Timestamp,Event,Details,Capital
2025-05-02T13:08:55.380Z,Signal,"Nessun CVD, prevVolume=-36.16, currVolume=-27.73",10000.00
2025-05-02T13:08:55.380Z,FVG,"Check: ATR=54.12, fvgSensitivity=0.20, Threshold=10.82",10000.00
2025-05-02T13:08:55.380Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.381Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.381Z,Signal,"CVD check, prevVolume=-27.73, currVolume=-12.24",10000.00
2025-05-02T13:08:55.381Z,Signal,"Nessun CVD, prevVolume=-27.73, currVolume=-12.24",10000.00
2025-05-02T13:08:55.381Z,FVG,"Check: ATR=58.86, fvgSensitivity=0.20, Threshold=11.77",10000.00
2025-05-02T13:08:55.381Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.382Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.382Z,Signal,"CVD check, prevVolume=-12.24, currVolume=-18.61",10000.00
2025-05-02T13:08:55.382Z,Signal,"Nessun CVD, prevVolume=-12.24, currVolume=-18.61",10000.00
2025-05-02T13:08:55.382Z,FVG,"Check: ATR=55.94, fvgSensitivity=0.20, Threshold=11.19",10000.00
2025-05-02T13:08:55.382Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.382Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.383Z,Signal,"CVD check, prevVolume=-18.61, currVolume=-36.68",10000.00
2025-05-02T13:08:55.383Z,Signal,"Nessun CVD, prevVolume=-18.61, currVolume=-36.68",10000.00
