Timestamp,Event,Details,Capital
2025-04-30T18:12:51.605Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.605Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.606Z,Signal,"CVD check, prevVolume=85.47, currVolume=-25.17",10000.00
2025-04-30T18:12:51.606Z,Signal,"Bearish CVD su TF 3m, lastVolume=-25.17",10000.00
2025-04-30T18:12:51.606Z,FVG,"Check: ATR=82.56, fvgSensitivity=0.20, Threshold=16.51",10000.00
2025-04-30T18:12:51.606Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.606Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.607Z,Signal,"CVD check, prevVolume=-25.17, currVolume=-28.71",10000.00
2025-04-30T18:12:51.607Z,Signal,"Nessun CVD, prevVolume=-25.17, currVolume=-28.71",10000.00
2025-04-30T18:12:51.607Z,FVG,"Check: ATR=75.60, fvgSensitivity=0.20, Threshold=15.12",10000.00
2025-04-30T18:12:51.607Z,FVG,"Bearish confermato, top=85029.30, bottom=84977.00, size=52.30",10000.00
2025-04-30T18:12:51.607Z,FVG,"Bearish confermato, top=85029.30, bottom=84977.00, size=52.30",10000.00
2025-04-30T18:12:51.607Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-04-30T18:12:51.608Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.608Z,Signal,"CVD check, prevVolume=-28.71, currVolume=-2.40",10000.00
2025-04-30T18:12:51.608Z,Signal,"Nessun CVD, prevVolume=-28.71, currVolume=-2.40",10000.00
2025-04-30T18:12:51.608Z,FVG,"Check: ATR=74.44, fvgSensitivity=0.20, Threshold=14.89",10000.00
2025-04-30T18:12:51.608Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.609Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.609Z,Signal,"CVD check, prevVolume=-2.40, currVolume=8.25",10000.00
2025-04-30T18:12:51.609Z,Signal,"Bullish CVD su TF 3m, lastVolume=8.25",10000.00
2025-04-30T18:12:51.609Z,FVG,"Check: ATR=75.12, fvgSensitivity=0.20, Threshold=15.02",10000.00
2025-04-30T18:12:51.609Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.610Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.610Z,Signal,"CVD check, prevVolume=8.25, currVolume=31.34",10000.00
2025-04-30T18:12:51.610Z,Signal,"Nessun CVD, prevVolume=8.25, currVolume=31.34",10000.00
2025-04-30T18:12:51.610Z,FVG,"Check: ATR=76.74, fvgSensitivity=0.20, Threshold=15.35",10000.00
2025-04-30T18:12:51.610Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.611Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.612Z,Signal,"CVD check, prevVolume=31.34, currVolume=-79.26",10000.00
2025-04-30T18:12:51.612Z,Signal,"Bearish CVD su TF 3m, lastVolume=-79.26",10000.00
2025-04-30T18:12:51.612Z,FVG,"Check: ATR=81.72, fvgSensitivity=0.20, Threshold=16.34",10000.00
2025-04-30T18:12:51.612Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.613Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.613Z,Signal,"CVD check, prevVolume=-79.26, currVolume=-32.09",10000.00
2025-04-30T18:12:51.613Z,Signal,"Nessun CVD, prevVolume=-79.26, currVolume=-32.09",10000.00
2025-04-30T18:12:51.613Z,FVG,"Check: ATR=80.46, fvgSensitivity=0.20, Threshold=16.09",10000.00
2025-04-30T18:12:51.613Z,FVG,"Bearish confermato, top=84966.00, bottom=84893.80, size=72.20",10000.00
2025-04-30T18:12:51.613Z,FVG,"Bearish confermato, top=84966.00, bottom=84893.80, size=72.20",10000.00
2025-04-30T18:12:51.613Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-04-30T18:12:51.614Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.614Z,Signal,"CVD check, prevVolume=-32.09, currVolume=-6.57",10000.00
2025-04-30T18:12:51.614Z,Signal,"Nessun CVD, prevVolume=-32.09, currVolume=-6.57",10000.00
2025-04-30T18:12:51.614Z,FVG,"Check: ATR=70.30, fvgSensitivity=0.20, Threshold=14.06",10000.00
2025-04-30T18:12:51.614Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.615Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.615Z,Signal,"CVD check, prevVolume=-6.57, currVolume=-1.33",10000.00
2025-04-30T18:12:51.615Z,Signal,"Nessun CVD, prevVolume=-6.57, currVolume=-1.33",10000.00
2025-04-30T18:12:51.615Z,FVG,"Check: ATR=63.50, fvgSensitivity=0.20, Threshold=12.70",10000.00
2025-04-30T18:12:51.615Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.616Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.616Z,Signal,"CVD check, prevVolume=-1.33, currVolume=-10.35",10000.00
2025-04-30T18:12:51.616Z,Signal,"Nessun CVD, prevVolume=-1.33, currVolume=-10.35",10000.00
2025-04-30T18:12:51.616Z,FVG,"Check: ATR=67.87, fvgSensitivity=0.20, Threshold=13.57",10000.00
2025-04-30T18:12:51.616Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.617Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.617Z,Signal,"CVD check, prevVolume=-10.35, currVolume=-101.76",10000.00
2025-04-30T18:12:51.617Z,Signal,"Nessun CVD, prevVolume=-10.35, currVolume=-101.76",10000.00
2025-04-30T18:12:51.617Z,FVG,"Check: ATR=64.59, fvgSensitivity=0.20, Threshold=12.92",10000.00
2025-04-30T18:12:51.617Z,FVG,"Bearish scartato, size=10.00 < threshold=12.92 ",10000.00
2025-04-30T18:12:51.618Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-04-30T18:12:51.618Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-04-30T18:12:51.618Z,Signal,"CVD check, prevVolume=-101.76, currVolume=-168.19",10000.00
2025-04-30T18:12:51.619Z,Signal,"Nessun CVD, prevVolume=-101.76, currVolume=-168.19",10000.00
2025-04-30T18:12:51.619Z,FVG,"Check: ATR=67.58, fvgSensitivity=0.20, Threshold=13.52",10000.00
2025-04-30T18:12:51.619Z,FVG,"Bearish confermato, top=84804.90, bottom=84750.00, size=54.90",10000.00
2025-04-30T18:12:51.619Z,FVG,"Bearish confermato, top=84804.90, bottom=84750.00, size=54.90",10000.00
